pixel_feature_index,importance
165,0.0007167205945316943
9,0.0007149304477290351
1400,0.0007144307341046845
69,0.0007135314109685539
15,0.0007026374380537168
803,0.0007004212211064679
177,0.0006996273092853076
1039,0.0006985044831153522
2349,0.0006984302962327913
960,0.0006975254526822519
1061,0.0006971492282064105
801,0.0006963679447661281
1559,0.0006949455917657878
893,0.0006911134175261242
890,0.000689635183319558
712,0.0006895528062785922
1310,0.0006892505630890138
715,0.0006862703672761307
0,0.0006842869998080238
1631,0.0006828557324557779
800,0.0006820658922354867
1140,0.000679737618531449
887,0.0006794420417866908
1205,0.000678912889664303
120,0.0006778730587400706
972,0.0006772677661925805
1480,0.0006761734415948564
75,0.0006741665828975044
976,0.0006736720893781755
183,0.0006701714088648608
30,0.0006688644164932321
333,0.0006670735418853262
699,0.0006667553078320565
796,0.0006663694543859487
1633,0.000662962187390556
1464,0.0006627214380075661
1454,0.0006585796052707962
84,0.0006573396294140755
1548,0.0006573078541451445
1308,0.0006567926333640097
1232,0.0006544537504929958
793,0.0006540681816291446
1545,0.0006527200968176696
547,0.0006517916278531516
1312,0.0006517300963869422
1390,0.0006516482509882487
417,0.0006516154036912962
1120,0.0006515557813727526
1403,0.0006504054435916693
716,0.0006496243125784803
252,0.0006490957430756497
953,0.0006472428375482192
1629,0.0006459082457281586
1558,0.0006450724421776181
114,0.0006438823247674046
27,0.0006437337748619339
1228,0.0006432993488933934
45,0.000642071330268365
1227,0.0006410571479989322
1715,0.0006410396287372398
956,0.0006396866774880609
1638,0.0006382366838820951
1646,0.0006351304156846396
1064,0.000634354976187143
312,0.0006338575405073068
1380,0.0006331876319626038
1289,0.0006331318063725122
638,0.0006320592525295848
33,0.0006312625941860146
1056,0.0006299896615384266
933,0.0006298129966206838
1634,0.0006276265997073944
1724,0.0006263700836241037
979,0.0006231437120225995
948,0.0006224030070534328
696,0.0006212853689355078
1145,0.0006198187788443748
51,0.0006192431272519085
970,0.000614287993391618
713,0.0006104915312256591
1063,0.0006104896229166664
1740,0.0006103143546044883
1550,0.0006097688017181082
1477,0.0006092011467360929
2262,0.0006047783660336963
1221,0.0006043506919087666
1235,0.0006018053360695421
1291,0.0006011516594954275
1202,0.0006011453930144197
1044,0.0006000130290628047
1287,0.000599482046332066
881,0.0005991041957357032
784,0.0005986155987119694
60,0.0005984060766699348
1209,0.0005975871972925487
190,0.0005965062669260835
626,0.0005962627198942977
945,0.0005959404243750086
1479,0.0005956589328515401
1041,0.0005947446167758485
2268,0.0005940667346058632
1373,0.000593934752019812
1402,0.0005900149332506396
714,0.0005893827691340198
1540,0.0005889966540655809
147,0.0005875342726953339
634,0.0005874885101404786
1632,0.0005874011521334106
1037,0.0005858726558738181
896,0.0005851861231839085
1636,0.000584406244669196
1478,0.0005841095255823125
1238,0.0005831700587383404
1401,0.0005824398526804765
1370,0.0005813435935213098
3,0.0005808976417282112
795,0.0005805225465680665
1643,0.0005761977444465507
707,0.0005750907076834251
1302,0.000573477243591662
726,0.0005716357343411146
1708,0.0005715888644177245
1553,0.0005713019622310296
2325,0.0005709637751448547
809,0.0005709556478509145
1023,0.000569642846244102
892,0.0005695961484670312
871,0.0005692285796560975
802,0.0005679009229107737
246,0.0005678617345094176
1371,0.0005673109609708951
1556,0.0005666161025891864
592,0.0005663135458539359
1804,0.0005662234534913432
249,0.0005656832752205164
429,0.0005649953177335261
895,0.0005633200783901031
228,0.0005626480040548277
1148,0.0005625613415208901
1036,0.0005623073992374269
952,0.0005622920615920014
1318,0.0005613628344079522
325,0.0005610815725766615
710,0.0005606731992023994
705,0.000557863584424954
132,0.0005562688166628654
1718,0.0005551797842737945
1656,0.000554563099031992
22,0.000554180941025754
721,0.00055412603293422
1033,0.0005535231330673243
1,0.0005532318182402845
797,0.0005530350820236452
780,0.0005524489452420212
618,0.0005523648476937955
905,0.0005503956512017486
150,0.0005502988132017613
1463,0.0005498013431569505
1571,0.0005497430631211557
624,0.000549728032089629
1474,0.0005487145513067963
872,0.0005486997842843253
63,0.0005475402383293391
1293,0.0005473108828865129
342,0.0005469516090366118
1060,0.000546453384308351
2184,0.0005462808404368516
806,0.0005458758792100065
318,0.0005449365944441699
1285,0.0005439824785705243
2331,0.0005438911796486563
1117,0.0005436217822249671
402,0.0005430720868631997
261,0.0005425158157650878
324,0.0005423687997334681
1396,0.0005421527271105952
808,0.0005412499484224644
1627,0.0005408136497085692
2317,0.0005395578556698047
645,0.0005394070610087608
756,0.0005392860902490718
42,0.00053855009531456
192,0.000537988830153455
711,0.0005374853556190307
489,0.0005373059458344316
135,0.0005365875815542682
700,0.0005365728530601253
39,0.0005365336680759468
544,0.0005359245496857566
1322,0.0005358449633789935
869,0.0005349021087126515
